acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.0017,['Life Of Agony'],0.258,114680,0.928,0,3KrjJgriB8BcBWOwNNB69F,0.0034,2,0.375,-5.098,1,River Runs Red,43,1993-10-04,0.106,163.58,0.353,1993
0.000781,['AC/DC'],0.266,243400,0.8170000000000001,0,0r1gRXwNZiGljDRa2EToL8,0.0795,9,0.0759,-4.711,1,Kicked in the Teeth,41,1978-05-05,0.0779,160.779,0.311,1978
0.00318,['Spencer & Hill'],0.855,360000,0.511,0,6fEJoETK3X50cbN7zEZg32,0.241,10,0.0763,-5.92,0,I Spy - Hard Rock Sofa Remix,0,2012-12-18,0.219,126.983,0.419,2012
0.441,['Bootsy Collins'],0.659,294933,0.337,0,669uIWuabrcNTW7XBQMZLx,0.000153,5,0.066,-16.031,1,Love Vibes,22,1976,0.0656,76.911,0.79,1976
0.139,['Bad Bunny'],0.762,213609,0.861,1,0Lsis3LB0XAK6XlTHXaJk2,1.08e-06,4,0.0956,-4.075,0,MALDITA POBREZA,79,2020-11-27,0.0652,133.037,0.588,2020
0.981,['Uttara Devi'],0.536,185933,0.219,0,7eznvCVSmS4RTPrfRSceb1,0.0,0,0.204,-8.485,0,Mayer Bhab Ki Bhebe Paran Gelo,0,1930-12-01,0.0424,82.87799999999999,0.31,1930
0.901,['Johnny Cash'],0.5379999999999999,130093,0.235,0,4MhXtGRDLde1lGwmaETipl,0.00108,2,0.123,-14.401,1,The Wall,21,1965-02-15,0.0587,146.38299999999995,0.312,1965
0.00601,"['Evelyn ""Champagne"" King']",0.804,217360,0.621,0,3ZpSFamHHJE4kL59IePR7P,0.00301,11,0.0433,-7.317,1,Love Come Down - Single Version,48,2010-01-25,0.0652,117.274,0.903,2010
0.0338,['Stevie Wonder'],0.648,165267,0.635,0,3Cqr3l72XDpazdFiQQpFHh,6.3e-05,8,0.0372,-14.949000000000002,1,Shoo-Be-Doo-Be-Doo-Da-Day,34,1968-12-01,0.0336,106.969,0.856,1968
0.00129,['The Velvet Underground'],0.565,201160,0.518,0,2U7ZghsBnEc4BYTGbZor4L,0.000361,10,0.204,-14.503,1,I Can't Stand It,37,1985-02-02,0.0289,130.16899999999998,0.855,1985
0.368,['Эрнест Хемингуэй'],0.721,137738,0.0819,1,0m45wiMTOvVfEV0fIF2sUA,0.0,0,0.563,-24.076,1,Часть 181.3 & Часть 182.1 - По ком звонит колокол,0,1940,0.965,84.417,0.568,1940
0.76,['Bobby Vinton'],0.421,166827,0.465,0,2ZLVZFxbt5y0jXj1Ljcm2d,0.0,11,0.21,-7.447,1,My Heart Belongs to Only You,32,1964,0.0298,71.723,0.502,1964
0.6890000000000001,['Popof'],0.602,428976,0.8740000000000001,0,4p72ybx0P0waCDrz23ioJm,0.923,6,0.103,-7.457999999999997,1,Serenity (Original Mix) - Best Of 2009,7,2013-11-04,0.0475,127.007,0.0611,2013
0.00225,['Bad Religion'],0.436,67787,0.982,0,60ar7cD1Tuj4VLfdHPx6Kb,0.0,5,0.383,-2.255,0,Henchman,34,1989,0.17800000000000002,102.72,0.71,1989
0.00028,['Metric'],0.509,297460,0.6459999999999999,0,72hSmnleYTiiOo23q8ZJIS,0.00468,11,0.0973,-6.285,0,Black Sheep,66,2010-08-10,0.0365,124.014,0.142,2010
0.901,"['Claude Debussy', 'Fritz Reiner']",0.375,273507,0.209,0,1FFdix6uSUL2292Omfn1LV,0.332,0,0.121,-19.348,1,Ibéria: III. Le matin d'un jour de fete,0,1954,0.0385,111.719,0.142,1954
0.00017,['Carnage & Cluster'],0.68,246899,0.7140000000000001,0,6scRW4KBUcJ8OEZ9C8esrT,0.9,7,0.0471,-3.305,1,Count Us In - 2018 Remaster,0,2020-03-25,0.215,149.998,0.0759,2020
0.931,"['Pyotr Ilyich Tchaikovsky', 'Herbert von Karajan', 'Philharmonia Orchestra']",0.21600000000000005,541947,0.409,0,1DXpISAmuGtTi7J4YeXLEh,0.871,5,0.133,-13.537,1,"Tchaikovsky: Symphony No. 4 in F Minor, Op. 36: IV. Finale. Allegro con fuoco",0,1954-01-01,0.0454,74.10300000000002,0.105,1954
0.0972,['Next'],0.735,296400,0.441,1,6fRLVZ4jKzuqyDPlIdbq9q,0.0,1,0.0967,-8.412,0,Butta Love,57,1997-09-30,0.0407,108.015,0.591,1997
0.0524,['Halestorm'],0.514,177547,0.866,1,0a5UnIvDUBzqwUduJsouRy,0.0,0,0.17,-3.657,1,Here's to Us,53,2012-04-09,0.0449,159.97299999999996,0.45,2012
0.989,"['Guy Lombardo', 'Louisiana Rhythm Kings']",0.467,190783,0.0795,0,3P1zvWf5VdrsG2BR4YUHjM,0.399,6,0.0996,-13.133,1,Sweethearts On Parade,0,1928-01-01,0.0464,130.612,0.311,1928
0.00742,['Workout Buddy'],0.691,286893,0.812,0,09zZAqfBqYywg1IvXE0Hm3,0.000571,10,0.0526,-5.716,1,7 Years (Workout Remix),0,2016-09-12,0.0359,127.998,0.893,2016
0.8590000000000001,['Stan Rogers'],0.531,158867,0.5579999999999999,0,10O5a7VjWsSNo5JvVOdyd5,0.0,11,0.504,-9.534,1,The White Collar Holler,33,1979,0.5429999999999999,146.439,0.787,1979
0.246,['Travis Tritt'],0.595,241533,0.653,0,3oW6SWwGqiZSPTiAp7ZQoH,0.0,7,0.264,-4.935,1,It's A Great Day To Be Alive,68,2000-10-01,0.0265,128.93,0.542,2000
0.8029999999999999,['Vikki Carr'],0.479,171760,0.472,0,0TepCB1npldYLV9vWk8L2F,5.07e-05,4,0.672,-10.032,1,It Must Be Him,46,1967-01-01,0.0539,108.598,0.721,1967
0.00019,['Maison & Dragen'],0.477,193968,0.8340000000000001,0,2g8MTBFRUSFKbY5RQiSSEE,0.978,4,0.396,-6.534,0,Chinese New Year - Radio Edit,0,2014-05-02,0.0396,130.007,0.516,2014
0.63,['Neil Sedaka'],0.728,135467,0.7340000000000001,0,5zvOXJrzzUlvXwyuwZ0toZ,3.5600000000000005e-05,11,0.13699999999999998,-3.234,1,Oh! Carol,57,1959-06-12,0.0318,135.078,0.965,1959
0.768,['H.P. Lovecraft'],0.722,156765,0.249,0,71dU1M6saeMsxIhnSpC5bD,0.0,7,0.113,-13.691,1,Capítulo 2.2 & Capítulo 3.1 - la Casa Maldita,0,1928,0.924,117.3,0.491,1928
0.0656,"['BeatKing', 'Queendome Come']",0.912,151520,0.568,1,2Xoc4gqPbBa3QHKpBLJ5l8,0.000105,2,0.0521,-6.107,1,Then Leave (feat. Queendome Come),70,2020-03-27,0.476,140.968,0.491,2020
0.114,['Peter Tosh'],0.464,370507,0.56,0,05pMR6uLgQK7d0woagiGQz,0.0,9,0.224,-11.309,1,Till Your Well Runs Dry,28,1976,0.0945,73.461,0.5489999999999999,1976
0.868,['The Platters'],0.456,164960,0.369,0,1hBMcT1vz6sVfuTefk5FRl,0.0,7,0.0673,-7.455,1,Someone To Watch Over Me,17,1956-09-10,0.0271,78.55,0.46,1956
0.198,['Tim McGraw'],0.479,201600,0.698,0,0nDjzA4kns1QOWPXuOn6Xw,0.0,7,0.126,-7.914,1,Where The Green Grass Grows,64,1997-06-03,0.0277,159.69899999999996,0.6729999999999999,1997
0.0132,"['5 Seconds of Summer', 'Julia Michaels']",0.611,149878,0.52,0,6GzApXoBQiiAjak3tOQfV3,0.0,0,0.105,-5.445,1,Lie To Me (feat. Julia Michaels),70,2018-12-21,0.0346,159.92700000000005,0.7709999999999999,2018
0.00514,['Ozzy Osbourne'],0.355,339053,0.7909999999999999,0,1rrttFOjxzv69Rso3Z87JM,0.000284,8,0.0782,-6.391,1,Little Dolls,36,1981-11-07,0.04,107.413,0.799,1981
0.381,['Bruno Mars'],0.705,243013,0.451,0,5BmKRyAjCnvkko7Ms00YtA,0.0,9,0.276,-8.221,0,Our First Time,51,2010-10-05,0.0429,77.998,0.868,2010
0.0506,['Los Temerarios'],0.274,193587,0.513,0,7padZo2BuCEZpxOXOjugb7,6.86e-06,2,0.294,-7.1610000000000005,1,Dímelo,55,2001-01-01,0.026,93.896,0.436,2001
0.98,['Mildred Bailey & Her Orchestra'],0.747,179867,0.25,0,5nidj7B0GRYdcM2uwXDNCS,0.000172,10,0.103,-12.77,1,It's The Natural Thing to Do,0,1933,0.0761,149.214,0.804,1933
0.199,['Octobre'],0.486,297267,0.682,0,5JvbRCRa2ui81eC1NHkeQ9,0.206,9,0.0915,-6.359,1,Élégante solution - Remasterisé en 2018,1,1982-02-08,0.0463,112.028,0.301,1982
0.0648,"['Alchimyst', 'Staccato']",0.605,207787,0.956,0,4e6TpEK0RbzTlBQJthVsL7,0.0602,1,0.174,-3.914,1,Deva,7,2017-12-15,0.244,140.026,0.0331,2017
0.588,['Tito Rojas'],0.6970000000000001,319507,0.8190000000000001,0,1BaRHvWwWiIkZwj99LbrLA,0.0016,0,0.152,-6.5820000000000025,0,Quiero Hacerte El Amor,42,1996,0.0423,94.076,0.947,1996
0.6729999999999999,['Ricky Nelson'],0.51,121933,0.244,0,4pcl5FMiVEi3w14ooOsr1O,0.0,3,0.0621,-11.158,1,Be-Bop Baby - Remastered,29,1957-11-01,0.0915,184.79,0.894,1957
0.7490000000000001,['Etta Jones'],0.609,261027,0.264,0,48BTr8i7jJsYsbi06y8Lbx,1.4499999999999993e-05,8,0.07400000000000001,-13.823,1,"Yes Sir, That's My Baby",22,1960,0.0565,146.659,0.652,1960
0.0433,"['John Mayall & The Bluesbreakers', 'Eric Clapton']",0.481,147560,0.623,0,4XpLqmD7SxGzaKuTs07FM0,0.00707,0,0.125,-4.77,1,Steppin' Out,35,1966-06-22,0.0334,91.57,0.742,1966
4.54e-05,"['DJ Aligator', 'Daniel Kandi']",0.419,96000,0.974,0,0Tk3BP1bZpl5oOGcqu2vx9,0.951,5,0.413,-5.7010000000000005,0,The Perfect Match (Mix Cut) - Club Mix,4,2012-12-20,0.0427,134.996,0.575,2012
0.5579999999999999,['Willie Nelson'],0.515,247160,0.601,0,6O2vaCQvjnbJdirwwPmIbS,0.29100000000000004,0,0.498,-8.391,1,"Night Life - Live at Harrah's Casino, Lake Tahoe, NV - April 1978",21,1978-11-01,0.0514,79.577,0.35,1978
0.984,"['Ludwig van Beethoven', 'Paul Badura-Skoda', 'Vienna State Opera Orchestra', 'Hermann Scherchen']",0.393,779240,0.194,0,1cyD1JrhihGeS2FX1h1dAz,0.863,10,0.0981,-17.695,1,"Piano Concerto No. 2 in B-Flat Major, Op. 19: I. Allegro con brio",0,1951-01-01,0.0393,76.825,0.268,1951
0.995,['St. Pagioumtzis'],0.5429999999999999,193680,0.564,0,41klC2rCkmaJ2pI0UqM7Dz,0.835,1,0.182,-9.329,1,Kala to skeftikes,0,1940-01-01,0.0309,102.787,0.718,1940
0.802,['Charles Mingus'],0.363,379960,0.27,0,3fjtzKfJuKqyXtLIelFeNe,0.0542,8,0.165,-14.576,1,Tea For Two,3,1955,0.0392,203.188,0.462,1955
0.711,['Orquestra Românticos de Cuba'],0.618,188173,0.397,0,20Z2HSBrln5rlBHKQzreyh,0.575,11,0.192,-8.342,0,Madreselvas / Organito de la Tarde,22,1961,0.0309,115.762,0.604,1961
0.93,"['George Gershwin', 'Columbia Symphony Orchestra', 'Leonard Bernstein', 'New York Philharmonic']",0.183,1102667,0.232,0,7tMaOTu32tb7G2Ieb9ULY8,0.862,5,0.227,-18.721,1,An American in Paris,36,1959,0.0454,84.26299999999998,0.114,1959
0.966,['Robert Johnson'],0.693,180147,0.34,0,2uGkt273SibtfB7sIunk0I,0.00361,4,0.0885,-12.19,1,I Believe I'll Dust My Broom,9,1936,0.106,102.141,0.76,1936
0.991,['Marika Ninou'],0.695,185893,0.328,0,3JxFJ4n8hMWII4ptl61Ltx,0.0039,7,0.138,-13.33,1,Sta mpouzoukia na me pas,1,1940-01-01,0.0312,74.316,0.765,1940
0.139,"['Drake', 'JAY-Z']",0.521,433800,0.762,1,7EAI848gzAJpFsEmk6Wi3c,1.11e-05,2,0.114,-6.75,1,Pound Cake / Paris Morton Music 2,53,2013-01-01,0.534,164.28900000000004,0.264,2013
0.162,['Black Sabbath'],0.236,298493,0.759,0,5vfTYYKnKms8Q4d3YN49OK,0.113,2,0.0691,-10.165,0,All Moving Parts (Stand Still) - 2013 Remaster,27,1976-09-25,0.0511,164.53099999999995,0.747,1976
0.0958,['Billy Joel'],0.745,177267,0.655,0,7LbOQt7isddrw3Bs3Czl7E,1.99e-06,5,0.0895,-7.588999999999999,1,It's Still Rock and Roll to Me,56,2001-10-02,0.166,141.429,0.5820000000000001,2001
0.8390000000000001,['Lefty Frizzell'],0.6779999999999999,183533,0.127,0,0g0h5hwcjW0LxUjw1wUSbn,0.0,0,0.0868,-13.199000000000002,1,Mom and Dad's Waltz,3,1950,0.0297,95.579,0.461,1950
0.996,"['Francisco Canaro', 'Azucena Maizani']",0.653,138640,0.17600000000000002,0,4zVCRywphE2zkUUCd1BtQU,0.906,5,0.147,-13.291,1,"Fabriquera, Fabriquera - Remasterizado",0,1926-07-15,0.128,62.364,0.383,1926
0.8059999999999999,['Orquesta Bizarros'],0.503,144213,0.602,0,00vvqSz27GIK2GbL1wo0io,0.8440000000000001,0,0.211,-8.455,0,Lección de Ritmo - Remastered,0,1942-01-12,0.0435,204.344,0.777,1942
0.0781,['SZA'],0.8029999999999999,242200,0.69,1,0UQSyryW2vxE88AVFSZs3T,0.0,3,0.117,-5.89,1,Quicksand,60,2017-09-08,0.269,103.985,0.444,2017
0.113,['Steppenwolf'],0.241,315707,0.575,0,0iRXdt6ZP8hFnzdUxymSBO,0.093,2,0.175,-12.882,1,Hoochie Coochie Man,31,1968-01-01,0.0597,172.743,0.522,1968
0.718,['Frankie Lymon'],0.522,158533,0.594,0,2Agv6BAVDCcuE5zhrL7xeD,0.0,8,0.123,-9.062,1,Next Time You See Me,5,1958,0.0368,112.174,0.8370000000000001,1958
0.0297,['Sono'],0.7340000000000001,221096,0.6990000000000001,0,448wpGJ5wKknpIBrcbhzUX,0.0161,0,0.107,-6.055,1,All Those City Lights - Radio Edit,6,2020-02-15,0.0429,123.985,0.937,2020
0.965,['Positive Ray'],0.0857,253000,0.146,0,0glqdD2uW4h0Md8DnonLQn,0.916,4,0.113,-17.55,1,A Positive New Year,0,2018-12-02,0.0439,59.081,0.0298,2018
0.0102,['The Motels'],0.6829999999999999,252173,0.653,0,2JSnduEwkpqphqYB2kUw4R,2.78e-05,0,0.235,-12.812,1,Shame,32,1985-02-20,0.0321,117.847,0.57,1985
0.966,"['Carroll Gibbons', 'The Savoy Hotel Orpheans']",0.36,170707,0.141,0,2EalXpHhMrrh64uC2HQnqf,0.00474,5,0.101,-15.06,1,Journey's End (Carroll Gibbons; The Savoy Hotel Orpheans),1,1945,0.0319,130.085,0.18600000000000005,1945
0.000294,['Smoke Ring'],0.344,324754,0.675,0,1VWb3n9dkey6wiOmusYGAd,7.24e-06,2,0.135,-8.136000000000001,1,Changes,0,2017-09-22,0.0418,146.192,0.269,2017
0.995,"['K. V. Janaki', 'P. Leela']",0.496,168213,0.359,0,1XBQNket2mM1cFvwfurMKI,0.7490000000000001,2,0.222,-8.496,0,Oridam Thanile,0,1949-12-31,0.0384,78.882,0.937,1949
0.976,['Twenty One Pilots'],0.363,233000,0.135,0,4izhmF4sQgGemZpLC68bC5,0.000265,7,0.107,-11.166,0,Before You Start Your Day,53,2009-12-29,0.0295,98.45,0.195,2009
0.951,['The Clovers'],0.381,175867,0.325,0,2zX9yHQ0XTasuMMnkQVaTF,1.02e-06,7,0.104,-11.933,1,Your Tender Lips,9,1959,0.0297,78.361,0.613,1959
0.995,"['Harry James', 'Marion Morgan']",0.197,198093,0.127,0,0lAO6SQ7TyLmjhzEqdJe5e,0.885,2,0.107,-18.491,1,White Christmas (feat. Marion Morgan) - 78rpm Version,23,1932,0.0382,87.09700000000002,0.0463,1932
0.578,['Los Originales De San Juan'],0.391,221093,0.5589999999999999,0,1kKLjAhCZXIJBaVBbtEkkT,0.0,3,0.138,-6.371,1,Mi Padre Querido,55,2010-03-29,0.197,178.482,0.7190000000000001,2010
0.518,"['Ella Fitzgerald', 'Duke Ellington']",0.391,288320,0.44,0,6GAx6lPSiZ3JQDeXoNuMWt,1.97e-05,7,0.21600000000000005,-12.372,0,The E And D Blues (E For Ella And D For Duke),12,1957-01-01,0.065,168.49200000000005,0.696,1957
0.183,['The Judds'],0.909,224440,0.223,0,37V2ifieSCv4oM55BVXTjr,1.17e-05,11,0.0711,-15.509,0,Cry Myself To Sleep,23,1985-10-30,0.0377,115.326,0.887,1985
0.188,['Digable Planets'],0.8759999999999999,275342,0.42,0,1962ZwEY7WNQLcmYFn3eR9,0.00186,0,0.0668,-18.246,0,Where I'm From,61,1993-01-01,0.279,98.304,0.706,1993
9.41e-05,"['Jam & Spoon', 'Markus Schulz', 'Jam El Mar']",0.5429999999999999,178076,0.848,0,0qNlG88eFpaXwhPg4qN5Gp,0.8109999999999999,9,0.106,-8.128,0,Odyssey to Anyoona (GDJB Year in Review 2017) - Markus Schulz vs. Jam El Mar Remix,0,2018-01-19,0.0441,132.143,0.0278,2018
0.00108,['Black Devil Disco Club'],0.56,343380,0.8079999999999999,0,6Dy4F2BcVwKLz0tvJ4d9YN,0.00656,10,0.0546,-6.72,0,"""H"" Friend",25,1978-05-12,0.0466,127.493,0.7979999999999999,1978
0.954,['Ethel Waters'],0.7,178293,0.197,0,0sSVsv3yHMSkL0qeLRoRDa,0.0,2,0.361,-11.915,1,(What Did I Do To Be So) Black and Blue?,5,1925,0.136,120.542,0.56,1925
0.0239,['The Pointer Sisters'],0.745,362733,0.544,0,7FpGAivMuzzBcnOlHZnouD,0.000524,7,0.0901,-14.06,1,Yes We Can Can,36,1997-01-01,0.21,88.383,0.84,1997
0.821,['Lindisfarne'],0.38,178947,0.449,0,5ApAq5kxT98Fig8pF3SDFS,1.51e-05,0,0.18,-7.631,1,Poor Old Ireland - 2004 Remaster,2,2011-01-01,0.0288,156.836,0.416,2011
0.0888,['The Yardbirds'],0.623,148267,0.68,0,5E7eg8Q0BOTozh8a1a4xaB,0.0,0,0.116,-9.405,1,Little Games - 2003 Remaster,22,1967-07-10,0.0512,132.429,0.856,1967
0.118,['The Cure'],0.491,427280,0.696,0,6pjeFxuw6VLDqhYUKNEuvH,0.695,9,0.121,-8.706,0,Homesick - 2010 Remaster,32,1989-05-02,0.0258,156.014,0.528,1989
0.0287,['Tevin Campbell'],0.816,180440,0.715,0,48UDhM2xL9wUuYLfrpK2Jv,0.0,0,0.0399,-9.759,1,Stand Out,54,1995-01-01,0.0607,141.989,0.938,1995
0.0764,['Aventura'],0.825,229360,0.605,0,2Bhmj4XK33InfhqKPxcJ1v,0.0,11,0.314,-9.71,1,Dile al Amor,72,2009-06-09,0.0376,124.005,0.944,2009
0.207,"['Lupe Fiasco', 'Matthew Santos']",0.5720000000000001,289000,0.8220000000000001,0,7dltD9eEX7X1zk8JJ9BS0e,0.0,11,0.359,-6.015,0,Superstar (feat. Matthew Santos),64,2007-01-01,0.361,94.812,0.472,2007
0.0165,['Jason Derulo'],0.6679999999999999,192200,0.718,0,4fINc8dnfcz7AdhFYVA4i7,0.0,1,0.104,-4.7360000000000015,0,It Girl,72,2011-09-16,0.0605,91.993,0.345,2011
0.345,['Los Bukis'],0.63,198493,0.4370000000000001,0,3VMWoDbxZrjUmUkNuPMh6P,2.1e-06,9,0.142,-13.467,1,Ella No Sabia,34,1984-01-01,0.0435,92.064,0.506,1984
0.855,['Jackie Gleason'],0.106,147787,0.282,0,1NXGQY9h5S2D4LZ0Uy6mxQ,0.7559999999999999,0,0.102,-14.025,0,(There Ought To Be) A Moonlight Savings Time,14,1952-11-03,0.0426,53.923,0.116,1952
0.00436,['The Stooges'],0.195,618667,0.3670000000000001,0,2k5KOQ6Pzj1QpBbf6D7l6F,0.0342,5,0.154,-12.542,1,We Will Fall - 2019 Remaster,30,1969-01-01,0.0289,105.068,0.0313,1969
0.537,['Florida Georgia Line'],0.515,184187,0.603,0,0GXeDHVaMvv47VBU8ILFZA,0.0,6,0.0935,-4.8889999999999985,1,U.S. Stronger,31,2021-01-15,0.0305,137.882,0.325,2021
0.403,['Los Acosta'],0.7020000000000001,203427,0.618,0,7tCj30cChZkIW3XVVEnOM8,0.219,11,0.382,-8.881,0,Porque Estas Enamorada,41,2001-01-01,0.0402,96.101,0.7709999999999999,2001
0.9,['Les Misérables-Original London Cast'],0.37,197747,0.37,0,2a2ikihHE7YypuPks5s6jt,1.02e-05,10,0.334,-13.729,1,Prologue: What Have I Done,25,1985,0.107,169.044,0.152,1985
0.00376,['Gorillaz'],0.764,281467,0.5,0,2acy7zzNEjWMpY6mg91h5N,0.8240000000000001,9,0.15,-12.736,1,Dracula,45,2001,0.0356,121.607,0.287,2001
